(*iter)->filename  	  (*iter)->n  	  (*iter)->m  	(*iter)->opt_obj_given  	  (*iter)->opt_obj_real  	  opt_best_map.at((*iter)->filename)  	(*iter)->rand_seed  	  (*iter)->sol_info_vec.size()  	tct[0]  	  tct[1]  	  tct[2]  	obj[0]  	  obj[1]  	  obj[2]  	iteration[0]  	  iteration[1]  	  iteration[2]  	tm[0]  	  tm[1]  	  tm[2]  	cmp_give_result_cnt[0]  	  cmp_give_result_cnt[1]  	  cmp_give_result_cnt[2]  	cmp_real_result_cnt[0]  	  cmp_real_result_cnt[1]  	  cmp_real_result_cnt[2]  	hit_cnt
Ni_8_4-2_2_4	8	4	256.180600	952.367572	256.180597	1489673397	20	951.830698	951.830698	951.830698	374.212962	374.212962	374.212962	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_5	8	4	307.424900	1215.943269	307.424879	1489673399	20	1008.887787	1008.887787	1008.887787	350.977492	350.977492	350.977492	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_6	8	4	262.060000	973.664446	262.059974	1489673401	20	966.571165	966.571165	966.571165	378.753742	378.753742	378.753742	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_7	8	4	287.029800	1065.789041	287.029855	1489673404	20	973.832586	973.832586	973.832586	352.205290	352.205290	352.205290	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_8	8	4	255.660100	990.666240	255.660108	1489673407	20	964.021022	964.021022	964.021022	259.273134	259.273134	259.273134	0.000000	0.050000	1.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_9	8	4	262.592900	1022.516070	262.592904	1489673409	20	991.580409	991.580409	991.580409	388.427795	388.427795	388.427795	0.000000	1.950000	20.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_10	8	4	318.117300	1217.327386	318.117273	1489673411	20	1128.234587	1128.234587	1128.234587	415.245573	415.245573	415.245573	0.000000	5.750000	53.000000	0.000000	0.750000	7.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_11	8	4	289.774300	1109.957361	289.774269	1489673413	20	975.354127	975.354127	975.354127	359.341668	359.341668	359.341668	0.000000	0.150000	3.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_12	8	4	261.567000	1019.529101	261.566949	1489673416	20	1003.585655	1003.585655	1003.585655	390.347652	390.347652	390.347652	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_13	8	4	308.854700	1189.109985	308.854733	1489673419	20	1056.252156	1056.252156	1056.252156	386.211308	386.211308	386.211308	0.000000	0.500000	2.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_14	8	4	282.564700	1073.818467	282.564689	1489673421	20	966.713035	966.713035	966.713035	361.955394	361.955394	361.955394	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_15	8	4	274.754800	970.153027	274.754754	1489673424	20	967.227701	967.227701	967.227701	403.020799	403.020799	403.020799	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_16	8	4	291.331300	1059.296287	291.331295	1489673426	20	1007.599956	1007.599956	1007.599956	308.475909	308.475909	308.475909	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_17	8	4	315.685900	1198.201917	315.685880	1489673430	20	1098.053141	1098.053141	1098.053141	430.216084	430.216084	430.216084	0.000000	0.950000	6.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_18	8	4	298.004600	1140.167518	298.004566	1489673431	20	1100.553132	1100.553132	1100.553132	408.875019	408.875019	408.875019	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_19	8	4	272.191400	1028.712832	272.191437	1489673434	20	958.726171	958.726171	958.726171	368.255543	368.255543	368.255543	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_20	8	4	261.204900	991.645386	261.204869	1489673436	20	937.993120	937.993120	937.993120	339.075907	339.075907	339.075907	0.000000	0.150000	1.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_21	8	4	300.138200	1171.204399	300.138146	1489673439	20	1115.577031	1115.577031	1115.577031	349.769397	349.769397	349.769397	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_22	8	4	259.143500	982.918657	259.143515	1489673442	20	945.016210	945.016210	945.016210	356.626870	356.626870	356.626870	0.000000	0.200000	4.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_23	8	4	287.635600	1063.182523	287.635598	1489673445	20	1039.809692	1039.809692	1039.809692	407.734992	407.734992	407.734992	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_24	8	4	254.436900	981.888730	254.436867	1489673447	20	965.526685	965.526685	965.526685	352.729282	352.729282	352.729282	0.000000	0.300000	3.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_8_4-2_2_25	8	4	296.906900	1114.405539	296.906844	1489673451	20	1067.354948	1067.354948	1067.354948	407.985325	407.985325	407.985325	0.000000	0.050000	1.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_1	11	2	193.872400	379.667018	193.872403	1489673453	20	367.265491	367.265491	367.265491	248.964551	248.964551	248.964551	0.000000	0.000000	0.000000	0.000000	0.250000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_2	11	2	164.998000	327.790140	164.998034	1489673455	20	310.168818	310.168818	310.168818	193.071081	193.071081	193.071081	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_3	11	2	187.966000	373.091178	187.966015	1489673458	20	361.837456	361.837456	361.837456	189.904591	189.904591	189.904591	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_4	11	2	162.085900	306.599707	162.085957	1489673461	20	304.282928	304.282928	304.282928	163.403108	163.403108	163.403108	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_5	11	2	287.350800	571.162587	287.350786	1489673464	20	549.630373	549.630373	549.630373	290.871206	290.871206	290.871206	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_6	11	2	123.419500	241.987378	123.419534	1489673466	20	231.348424	231.348424	231.348424	154.178126	154.178126	154.178126	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_7	11	2	179.703300	353.078917	179.703301	1489673469	20	345.228566	345.228566	345.228566	285.850849	285.850849	285.850849	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_8	11	2	134.628400	263.498180	134.628417	1489673470	20	245.120808	245.120808	245.120808	208.678585	208.678585	208.678585	0.000000	0.000000	0.000000	0.000000	0.250000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_9	11	2	233.926700	460.657821	233.926750	1489673473	20	448.903989	448.903989	448.903989	303.524688	303.524688	303.524688	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_10	11	2	196.731100	381.458056	196.731115	1489673476	20	332.880606	332.880606	332.880606	204.489591	204.489591	204.489591	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_11	11	2	217.821500	427.126329	217.821548	1489673479	20	401.345060	401.345060	401.345060	318.778960	318.778960	318.778960	0.000000	0.000000	0.000000	0.000000	0.250000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_12	11	2	244.173800	487.339917	244.173797	1489673481	20	470.841298	470.841298	470.841298	301.037328	301.037328	301.037328	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_13	11	2	217.329200	425.803454	217.329207	1489673484	20	409.643362	409.643362	409.643362	256.384012	256.384012	256.384012	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_14	11	2	175.947300	345.177598	175.947343	1489673487	20	339.201513	339.201513	339.201513	231.109008	231.109008	231.109008	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_15	11	2	199.089200	388.597138	199.089211	1489673490	20	367.228056	367.228056	367.228056	219.947781	219.947781	219.947781	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_16	11	2	299.252000	598.229437	299.251980	1489673492	20	579.456867	579.456867	579.456867	441.324291	441.324291	441.324291	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_17	11	2	158.584400	313.683749	158.584403	1489673495	20	293.231738	293.231738	293.231738	272.018541	272.018541	272.018541	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_18	11	2	155.043700	293.901767	155.043688	1489673497	20	293.901767	293.901767	293.901767	155.043688	155.043688	155.043688	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_1_19	11	2	246.179000	490.924634	246.179006	1489673500	20	474.518169	474.518169	474.518169	340.760375	340.760375	340.760375	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_20	11	2	182.234500	329.017912	182.234549	1489673502	20	329.017912	329.017912	329.017912	182.234549	182.234549	182.234549	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_1_21	11	2	230.467100	443.563029	230.467059	1489673505	20	443.563029	443.563029	443.563029	230.467059	230.467059	230.467059	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_1_22	11	2	183.322100	362.788768	183.322079	1489673508	20	349.172629	349.172629	349.172629	183.436436	183.436436	183.436436	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_23	11	2	167.335800	332.525710	167.335786	1489673512	20	323.855776	323.855776	323.855776	220.859311	220.859311	220.859311	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_24	11	2	252.640800	502.736497	252.640755	1489673515	20	477.828459	477.828459	477.828459	265.308562	265.308562	265.308562	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_1_25	11	2	204.312500	408.496874	204.312525	1489673518	20	381.844011	381.844011	381.844011	276.940957	276.940957	276.940957	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_1	11	2	257.541300	495.015732	257.541328	1489673521	20	495.015732	495.015732	495.015732	257.541328	257.541328	257.541328	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_2	11	2	175.530100	339.049935	175.530116	1489673523	20	339.049935	339.049935	339.049935	175.530116	175.530116	175.530116	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_3	11	2	224.493200	448.534108	224.493251	1489673527	20	428.815081	428.815081	428.815081	291.959510	291.959510	291.959510	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_4	11	2	224.053400	443.631735	224.053406	1489673530	20	436.208789	436.208789	436.208789	230.526683	230.526683	230.526683	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_5	11	2	263.661700	516.696355	263.661704	1489673533	20	516.696355	516.696355	516.696355	263.661704	263.661704	263.661704	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_6	11	2	175.435400	343.050330	175.435388	1489673535	20	343.050330	343.050330	343.050330	175.435388	175.435388	175.435388	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_7	11	2	140.100200	274.157950	140.100225	1489673539	20	273.371452	273.371452	273.371452	170.042729	170.042729	170.042729	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_8	11	2	198.772000	395.898930	198.772021	1489673541	20	358.740641	358.740641	358.740641	252.542672	252.542672	252.542672	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_9	11	2	238.704100	474.302094	238.704051	1489673545	20	468.053802	468.053802	468.053802	243.699816	243.699816	243.699816	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_10	11	2	281.848200	537.934379	281.848234	1489673548	20	524.855016	524.855016	524.855016	290.858760	290.858760	290.858760	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_11	11	2	191.908800	378.378561	191.908798	1489673550	20	366.813736	366.813736	366.813736	212.968602	212.968602	212.968602	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_12	11	2	188.442300	375.527141	188.442295	1489673554	20	334.666317	334.666317	334.666317	226.908427	226.908427	226.908427	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_13	11	2	195.869200	362.871983	195.869160	1489673557	20	358.638072	358.638072	358.638072	227.797743	227.797743	227.797743	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_14	11	2	134.064500	266.331500	134.064543	1489673560	20	255.776129	255.776129	255.776129	183.850926	183.850926	183.850926	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_15	11	2	198.160000	387.976895	198.160007	1489673563	20	383.171601	383.171601	383.171601	269.999163	269.999163	269.999163	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_16	11	2	208.163300	411.764291	208.163327	1489673566	20	402.066855	402.066855	402.066855	248.832349	248.832349	248.832349	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_17	11	2	217.436800	420.828587	217.436799	1489673569	20	417.561691	417.561691	417.561691	237.603822	237.603822	237.603822	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_18	11	2	222.317900	443.313740	222.317858	1489673571	20	441.795506	441.795506	441.795506	261.138133	261.138133	261.138133	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_19	11	2	283.745500	539.812534	283.745505	1489673575	20	537.785246	537.785246	537.785246	354.581214	354.581214	354.581214	0.000000	0.000000	0.000000	0.000000	0.250000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_20	11	2	250.450700	496.008138	250.450750	1489673578	20	483.971134	483.971134	483.971134	279.899582	279.899582	279.899582	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_21	11	2	162.046400	311.458962	162.046376	1489673580	20	311.458962	311.458962	311.458962	162.046376	162.046376	162.046376	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_22	11	2	233.145400	454.258079	233.145371	1489673583	20	454.258079	454.258079	454.258079	233.145371	233.145371	233.145371	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_23	11	2	208.473400	399.722494	208.473445	1489673585	20	399.722494	399.722494	399.722494	208.473445	208.473445	208.473445	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-1_2_24	11	2	240.297300	463.479948	240.297305	1489673588	20	442.992576	442.992576	442.992576	327.400918	327.400918	327.400918	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-1_2_25	11	2	183.473400	358.484373	183.473444	1489673591	20	356.694036	356.694036	356.694036	185.293632	185.293632	185.293632	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_1	11	2	837.119900	1640.083570	837.119857	1489673594	20	1640.083570	1640.083570	1640.083570	837.119857	837.119857	837.119857	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_1_2	11	2	710.478600	1399.142366	710.478634	1489673598	20	1369.253945	1369.253945	1369.253945	841.834506	841.834506	841.834506	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_3	11	2	841.227400	1645.284024	841.227449	1489673601	20	1645.284024	1645.284024	1645.284024	841.227449	841.227449	841.227449	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_1_4	11	2	774.407000	1531.905792	774.407007	1489673604	20	1485.862678	1485.862678	1485.862678	1000.995696	1000.995696	1000.995696	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_5	11	2	892.372600	1660.390124	892.372510	1489673607	20	1627.989258	1627.989258	1627.989258	901.057835	901.057835	901.057835	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_6	11	2	804.274200	1590.103498	804.274073	1489673610	20	1567.574297	1567.574297	1567.574297	825.942086	825.942086	825.942086	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_7	11	2	818.703600	1625.035551	818.703544	1489673613	20	1567.083407	1567.083407	1567.083407	875.725907	875.725907	875.725907	0.000000	0.000000	0.000000	0.000000	0.250000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_8	11	2	854.382400	1648.740616	854.382410	1489673617	20	1648.740616	1648.740616	1648.740616	854.382410	854.382410	854.382410	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_1_9	11	2	756.488400	1507.562883	756.488437	1489673619	20	1423.725365	1423.725365	1423.725365	807.840346	807.840346	807.840346	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_10	11	2	899.092800	1740.486725	899.092813	1489673622	20	1733.724395	1733.724395	1733.724395	1024.504226	1024.504226	1024.504226	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_11	11	2	791.253200	1487.866221	791.253169	1489673624	20	1485.161108	1485.161108	1485.161108	851.815185	851.815185	851.815185	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_12	11	2	733.406200	1404.944656	733.406146	1489673626	20	1388.507320	1388.507320	1388.507320	808.111571	808.111571	808.111571	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_13	11	2	830.759400	1646.999943	830.759418	1489673630	20	1631.411455	1631.411455	1631.411455	908.909937	908.909937	908.909937	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_14	11	2	788.809000	1542.154466	788.808929	1489673633	20	1512.914890	1512.914890	1512.914890	803.090203	803.090203	803.090203	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_15	11	2	853.029300	1688.446580	853.029299	1489673636	20	1682.025637	1682.025637	1682.025637	1046.713022	1046.713022	1046.713022	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_16	11	2	825.391000	1644.716911	825.390977	1489673639	20	1613.855644	1613.855644	1613.855644	877.064996	877.064996	877.064996	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_17	11	2	778.623000	1550.162616	778.622966	1489673642	20	1519.892797	1519.892797	1519.892797	916.823430	916.823430	916.823430	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_18	11	2	780.961700	1549.155827	780.961605	1489673645	20	1521.795102	1521.795102	1521.795102	905.904784	905.904784	905.904784	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_19	11	2	759.374500	1516.312098	759.374532	1489673648	20	1490.439172	1490.439172	1490.439172	906.087889	906.087889	906.087889	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_20	11	2	784.170200	1550.824605	784.170244	1489673650	20	1538.874397	1538.874397	1538.874397	808.343740	808.343740	808.343740	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_21	11	2	813.269400	1571.126868	813.269412	1489673654	20	1552.805411	1552.805411	1552.805411	825.467827	825.467827	825.467827	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_22	11	2	735.204500	1453.006758	735.204424	1489673658	20	1452.038911	1452.038911	1452.038911	922.891173	922.891173	922.891173	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_23	11	2	738.394700	1368.996852	738.394636	1489673661	20	1368.996852	1368.996852	1368.996852	738.394636	738.394636	738.394636	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	0	20	20
Ni_11_2-2_1_24	11	2	851.482700	1701.461728	851.482720	1489673664	20	1663.727263	1663.727263	1663.727263	860.907953	860.907953	860.907953	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_1_25	11	2	878.315600	1650.770189	878.315554	1489673667	20	1650.770189	1650.770189	1650.770189	878.315554	878.315554	878.315554	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_2_1	11	2	826.085100	1642.791800	826.085137	1489673669	20	1628.948179	1628.948179	1628.948179	863.794825	863.794825	863.794825	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_2	11	2	1028.025000	2024.643056	1028.025304	1489673672	20	1912.211630	1912.211630	1912.211630	1072.097486	1072.097486	1072.097486	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_3	11	2	944.898100	1889.058018	944.898052	1489673675	20	1857.691198	1857.691198	1857.691198	1185.373307	1185.373307	1185.373307	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_4	11	2	974.456500	1943.473525	974.456530	1489673677	20	1901.229076	1901.229076	1901.229076	1039.182355	1039.182355	1039.182355	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_5	11	2	1011.471000	1950.956075	1011.470944	1489673679	20	1913.378879	1913.378879	1913.378879	1052.251840	1052.251840	1052.251840	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_6	11	2	831.782300	1658.268185	831.782304	1489673681	20	1654.770999	1654.770999	1654.770999	876.347603	876.347603	876.347603	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_7	11	2	915.603000	1784.030981	915.603081	1489673683	20	1709.661246	1709.661246	1709.661246	935.615727	935.615727	935.615727	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_8	11	2	884.742700	1741.082064	884.742602	1489673686	20	1670.438865	1670.438865	1670.438865	886.171938	886.171938	886.171938	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_9	11	2	952.685400	1857.697730	952.685504	1489673688	20	1851.150296	1851.150296	1851.150296	965.410682	965.410682	965.410682	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_10	11	2	885.022200	1745.608829	885.022150	1489673691	20	1745.608829	1745.608829	1745.608829	885.022150	885.022150	885.022150	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_2_11	11	2	925.060400	1745.114996	925.060427	1489673693	20	1705.083081	1705.083081	1705.083081	930.890338	930.890338	930.890338	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_12	11	2	876.764500	1647.235397	876.764518	1489673696	20	1647.235397	1647.235397	1647.235397	876.764518	876.764518	876.764518	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_2_13	11	2	905.224500	1718.396813	905.224464	1489673699	20	1702.659307	1702.659307	1702.659307	936.856901	936.856901	936.856901	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_14	11	2	864.581100	1657.537302	864.581085	1489673701	20	1657.537302	1657.537302	1657.537302	864.581085	864.581085	864.581085	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_2_15	11	2	961.215900	1831.653215	961.216005	1489673703	20	1765.710233	1765.710233	1765.710233	990.785885	990.785885	990.785885	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_16	11	2	871.336200	1725.912723	871.336176	1489673706	20	1724.552114	1724.552114	1724.552114	871.376486	871.376486	871.376486	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_17	11	2	946.472000	1750.091468	946.472050	1489673709	20	1750.091468	1750.091468	1750.091468	946.472050	946.472050	946.472050	0.000000	0.000000	0.000000	0.000000	0.400000	1.000000	0	20	0	0	0	20	20
Ni_11_2-2_2_18	11	2	848.746100	1640.048795	848.746108	1489673712	20	1615.030426	1615.030426	1615.030426	904.096381	904.096381	904.096381	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_19	11	2	895.259900	1668.413733	895.259973	1489673714	20	1660.407120	1660.407120	1660.407120	951.511226	951.511226	951.511226	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	0	20	0	0	20	0
Ni_11_2-2_2_20	11	2	859.945100	1663.186137	859.945170	1489673717	20	1645.327424	1645.327424	1645.327424	896.230212	896.230212	896.230212	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	0	20	0	0	20	0
