(*iter)->filename  	  (*iter)->n  	  (*iter)->m  	(*iter)->opt_obj_given  	  (*iter)->opt_obj_real  	(*iter)->rand_seed  	  (*iter)->sol_info_vec.size()  	obj[0]  	  obj[1]  	  obj[2]  	iteration[0]  	  iteration[1]  	  iteration[2]  	tm[0]  	  tm[1]  	  tm[2]  	cmp_give_result_cnt[0]  	  cmp_give_result_cnt[1]  	  cmp_give_result_cnt[2]  	cmp_give_result[0]  	  cmp_give_result[1]  	  cmp_give_result[2]  	cmp_real_result_cnt[0]  	  cmp_real_result_cnt[1]  	  cmp_real_result_cnt[2]  	cmp_real_result[0]  	  cmp_real_result[1]  	  cmp_real_result[2]
Ni_8_2-1_1_1	2	8	149.575	149.575	1460336579	20	149.575	149.575	149.575	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_2	2	8	134.877	134.877	1460336580	20	134.877	134.877	134.877	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_3	2	8	135.411	135.411	1460336580	20	135.411	135.411	135.411	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_4	2	8	75.5635	75.5635	1460336581	20	75.5635	75.5635	75.5635	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_5	2	8	122.634	122.634	1460336581	20	122.634	122.634	122.634	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_6	2	8	140.173	140.173	1460336582	20	140.173	140.173	140.173	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_7	2	8	198.727	198.727	1460336582	20	198.727	198.727	198.727	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_8	2	8	138.996	138.996	1460336583	20	138.996	138.996	138.996	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_9	2	8	172.108	172.108	1460336583	20	172.108	172.108	172.108	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_10	2	8	212.636	212.636	1460336584	20	212.636	212.636	212.636	0	0	2	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_11	2	8	158.547	158.547	1460336584	20	158.547	158.547	158.547	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_12	2	8	166.842	166.842	1460336584	20	166.842	166.842	166.842	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_13	2	8	149.109	149.11	1460336585	20	149.11	149.11	149.11	0	0	0	0	0	0	0	20	0	0	0	20	0	20	0	0	20	0
Ni_8_2-1_1_14	2	8	136.146	136.146	1460336585	20	136.146	136.146	136.146	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_15	2	8	142.977	142.977	1460336585	20	142.977	142.977	142.977	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_16	2	8	142.064	142.064	1460336586	20	142.064	142.064	142.064	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_17	2	8	161.298	161.298	1460336586	20	161.298	161.298	161.298	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_18	2	8	150.291	150.291	1460336587	20	150.291	150.291	150.291	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_19	2	8	194.179	194.179	1460336587	20	194.179	194.179	194.179	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_20	2	8	122.064	122.064	1460336588	20	122.064	122.064	122.064	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_21	2	8	232.544	232.544	1460336588	20	232.544	232.544	232.544	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_22	2	8	106.77	106.77	1460336588	20	106.77	106.77	106.77	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_23	2	8	146.39	146.39	1460336589	20	146.39	146.39	146.39	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_24	2	8	143.455	143.455	1460336589	20	143.455	143.455	143.455	0	2	13	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_1_25	2	8	151.811	151.811	1460336590	20	151.811	151.811	151.811	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_1	2	8	160.653	160.652	1460336590	20	160.652	160.652	160.652	0	0	0	0	0	0	0	20	0	20	0	0	0	20	0	0	20	0
Ni_8_2-1_2_2	2	8	160.983	160.983	1460336590	20	160.983	160.983	160.983	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_3	2	8	256.746	256.746	1460336591	20	256.746	256.746	256.746	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_4	2	8	202.878	202.878	1460336591	20	202.878	202.878	202.878	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_5	2	8	107.823	107.823	1460336591	20	107.823	107.823	107.823	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_6	2	8	187.24	187.24	1460336592	20	187.24	187.24	187.24	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_7	2	8	233.211	233.211	1460336592	20	233.211	233.211	233.211	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_8	2	8	149.342	149.342	1460336593	20	149.342	149.342	149.342	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_9	2	8	171.527	171.527	1460336593	20	171.527	171.527	171.527	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_10	2	8	190.446	190.446	1460336593	20	190.446	190.446	190.446	0	0	2	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_11	2	8	200.807	200.807	1460336594	20	200.807	200.807	200.807	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_12	2	8	164.774	164.774	1460336594	20	164.774	164.774	164.774	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_13	2	8	179.888	179.888	1460336594	20	179.888	179.888	179.888	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_14	2	8	182.899	182.899	1460336595	20	182.899	182.899	182.899	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_15	2	8	204.102	204.102	1460336595	20	204.102	204.102	204.102	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_16	2	8	108.525	108.526	1460336595	20	108.526	108.526	108.526	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_17	2	8	165.768	165.769	1460336596	20	165.769	165.769	165.769	0	0	0	0	0	0	0	20	0	0	0	20	0	20	0	0	20	0
Ni_8_2-1_2_18	2	8	115.462	115.462	1460336596	20	115.462	115.462	115.462	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_19	2	8	119.584	119.584	1460336596	20	119.584	119.584	119.584	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_20	2	8	103.925	103.925	1460336597	20	103.925	103.925	103.925	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_21	2	8	164.109	164.109	1460336597	20	164.109	164.109	164.109	0	3	8	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_22	2	8	160.635	160.635	1460336597	20	160.635	160.635	160.635	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_23	2	8	181.888	181.888	1460336598	20	181.888	181.888	181.888	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_24	2	8	239.292	239.292	1460336598	20	239.292	239.292	239.292	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-1_2_25	2	8	179.244	179.244	1460336598	20	179.244	179.244	179.244	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_1	2	8	617.455	617.455	1460336599	20	617.455	617.455	617.455	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_2	2	8	635.39	635.39	1460336599	20	635.39	635.39	635.39	0	3	15	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_3	2	8	540.562	540.562	1460336600	20	540.562	540.562	540.562	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_4	2	8	501.351	501.351	1460336600	20	501.351	501.351	501.351	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_5	2	8	563.24	563.24	1460336600	20	563.24	563.24	563.24	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_6	2	8	575.306	575.306	1460336601	20	575.306	575.306	575.306	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_7	2	8	563.006	563.006	1460336601	20	563.006	563.006	563.006	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_8	2	8	634.895	634.895	1460336601	20	634.895	634.895	634.895	0	3	18	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_9	2	8	533.056	533.056	1460336602	20	533.056	533.056	533.056	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_10	2	8	564.976	564.976	1460336602	20	564.976	564.976	564.976	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_11	2	8	544.197	544.197	1460336603	20	544.197	544.197	544.197	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_12	2	8	590.013	590.013	1460336603	20	590.013	590.013	590.013	0	0	0	0	0	1	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_13	2	8	571.374	571.374	1460336604	20	571.374	571.374	571.374	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
Ni_8_2-2_1_14	2	8	547.111	547.111	1460336604	20	547.111	547.111	547.111	0	0	0	0	0	0	0	20	0	0	20	0	0	20	0	0	20	0
