Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460903057
1	127.221000	6	124	113	1	1
2	126.656591	5	248	227	2	2
3	127.221000	6	15	17	1	1
4	127.221000	6	150	112	1	1
5	127.221000	6	57	43	1	1
6	127.221000	6	285	233	1	1
7	127.221000	6	243	185	1	1
8	127.221000	6	114	87	1	1
9	126.656591	5	1115	934	2	2
10	126.656591	5	1282	1030	2	2
11	126.656591	5	730	571	2	2
12	126.656591	5	623	521	2	2
13	127.221000	6	47	40	1	1
14	126.905003	1	1207	980	2	2
15	126.656591	5	905	730	2	2
16	126.656591	5	1061	896	2	2
17	127.221000	6	153	123	1	1
18	127.221000	6	72	68	1	1
19	126.656591	5	1190	969	2	2
20	127.097198	5	708	589	2	2
21	126.656591	5	1465	1199	2	2
22	127.221000	6	287	235	1	1
23	126.656591	5	1225	988	2	2
24	127.221000	6	157	121	1	1
25	126.656591	5	637	496	2	2
26	126.656591	5	971	820	2	2
27	126.905003	1	735	631	2	2
28	126.905003	1	640	556	2	2
29	127.221000	6	171	162	1	1
30	127.221000	6	182	146	1	1
31	126.656591	5	203	171	2	2
32	126.905003	1	1188	1008	2	2
33	126.656591	5	1594	1322	2	2
34	126.656591	5	741	636	2	2
35	126.120749	6	564	451	2	2
36	126.656591	5	337	280	2	2
37	127.221000	6	28	23	1	1
38	127.221000	6	41	34	1	1
39	126.656591	5	1278	1043	2	2
40	127.221000	6	9	8	1	1
41	126.656591	5	802	689	2	2
42	127.221000	6	278	232	1	1
43	126.656591	5	866	717	2	2
44	126.656591	5	974	794	2	2
45	126.656591	5	959	798	2	2
46	126.131913	4	338	284	2	2
47	126.905003	1	1061	910	2	2
48	126.656591	5	1412	1169	2	2
49	126.656591	5	1121	938	2	2
50	127.221000	6	36	33	1	1
51	126.131913	4	299	268	2	2
52	126.656591	5	961	833	2	2
53	126.656591	5	406	353	2	2
54	126.905003	1	8	10	2	2
55	127.221000	6	217	170	1	1
56	126.656591	5	792	686	2	2
57	127.221000	6	295	225	1	1
58	127.221000	6	41	29	1	1
59	126.656591	5	538	476	2	2
60	126.656591	5	263	208	2	2
61	126.656591	5	847	754	2	2
62	126.131913	4	408	327	2	2
63	126.656591	5	548	452	2	2
64	127.221000	6	70	53	1	1
65	126.656591	5	103	87	2	2
66	127.221000	6	453	341	1	1
67	126.656591	5	1185	998	2	2
68	126.656591	5	173	140	2	2
69	126.656591	5	136	88	2	2
70	126.131913	4	1113	915	2	2
71	126.656591	5	534	442	2	2
72	126.131913	4	1993	1700	2	2
73	126.131913	4	447	362	2	2
74	127.221000	6	380	318	1	1
75	126.656591	5	1809	1520	2	2
76	127.221000	6	682	535	1	1
77	126.656591	5	1120	952	2	2
78	126.656591	5	1005	761	2	2
79	126.656591	5	1466	1179	2	2
80	126.131913	4	958	760	2	2
81	126.648327	5	153	124	2	2
82	127.221000	6	434	319	1	1
83	126.656591	5	150	117	2	2
84	127.221000	6	178	147	1	1
85	127.221000	6	115	95	1	1
86	126.656591	5	611	492	2	2
87	127.221000	6	128	118	1	1
88	127.221000	6	216	153	1	1
89	127.221000	6	76	66	1	1
90	127.221000	6	162	149	1	1
91	126.656591	5	1863	1635	2	2
92	127.221000	6	62	45	1	1
93	126.656591	5	1508	1192	2	2
94	127.221000	6	180	140	1	1
95	127.221000	6	97	71	1	1
96	127.221000	6	120	102	1	1
97	126.656591	5	866	717	2	2
98	126.648327	5	1436	1144	2	2
99	127.221000	6	967	795	1	1
100	126.656591	5	1151	955	2	2
