Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460911539
1	127.221000	6	491	514	1	1
2	127.221000	6	738	826	1	1
3	127.221000	6	189	187	1	1
4	127.221000	6	381	333	1	1
5	127.221000	6	97	80	1	1
6	127.221000	6	28	24	1	1
7	126.656591	5	1897	1712	2	2
8	127.221000	6	254	230	1	1
9	127.221000	6	17	18	1	1
10	126.656591	5	1520	1343	2	2
11	127.221000	6	144	136	1	1
12	126.905003	1	508	426	2	2
13	127.097198	5	399	320	2	2
14	126.656591	5	621	564	2	2
15	127.221000	6	56	52	1	1
16	127.221000	6	7	7	1	1
17	127.221000	6	143	107	1	1
18	127.221000	6	629	556	1	1
19	126.905003	1	926	801	2	2
20	127.221000	6	151	129	1	1
21	127.221000	6	92	79	1	1
22	127.221000	6	505	422	1	1
23	126.656591	5	1774	1631	2	2
24	126.656591	5	1752	1613	2	2
25	126.648327	5	739	732	2	2
26	126.656591	5	998	942	2	2
27	127.221000	6	190	177	1	1
28	127.221000	6	89	85	1	1
29	126.131913	4	1684	1630	2	2
30	126.120749	6	379	341	2	2
31	126.656591	5	852	837	2	2
32	127.221000	6	180	171	1	1
33	127.221000	6	265	244	1	1
34	127.221000	6	26	29	1	1
35	126.905003	1	592	546	2	2
36	126.656591	5	541	473	2	2
37	127.221000	6	8	11	1	1
38	127.221000	6	138	125	1	1
39	126.905003	1	1988	1848	2	2
40	127.221000	6	428	452	1	1
41	127.221000	6	91	83	1	1
42	127.221000	6	1273	1264	1	1
43	127.221000	6	763	724	1	1
44	126.656591	5	1291	1222	2	2
45	126.656591	5	1452	1402	2	2
46	126.905003	1	334	306	2	2
47	127.221000	6	79	64	1	1
48	127.221000	6	47	42	1	1
49	127.221000	6	684	748	1	1
50	126.656591	5	1048	975	2	2
51	127.221000	6	15	17	1	1
52	127.221000	6	134	134	1	1
53	126.656591	5	1111	1082	2	2
54	126.656591	5	1866	1850	2	2
55	127.221000	6	62	59	1	1
56	127.221000	6	487	440	1	1
57	127.221000	6	210	182	1	1
58	126.656591	5	945	873	2	2
59	127.221000	6	176	176	1	1
60	127.221000	6	402	371	1	1
61	127.221000	6	61	56	1	1
62	127.221000	6	301	261	1	1
63	127.221000	6	109	94	1	1
64	126.656591	5	1010	1035	2	2
65	126.905003	1	1762	1623	2	2
66	126.656591	5	826	821	2	2
67	127.221000	6	49	42	1	1
68	127.407320	7	72	65	0	0
69	127.221000	6	166	165	1	1
70	126.656591	5	1742	1650	2	2
71	127.221000	6	156	153	1	1
72	127.221000	6	1116	1094	1	1
73	127.221000	6	978	1020	1	1
74	127.221000	6	1101	1028	1	1
75	127.221000	6	304	339	1	1
76	126.656591	5	188	169	2	2
77	127.221000	6	417	442	1	1
78	126.120749	6	557	538	2	2
79	127.221000	6	249	225	1	1
80	127.221000	6	592	576	1	1
81	127.221000	6	33	32	1	1
82	127.221000	6	941	831	1	1
83	127.221000	6	209	184	1	1
84	127.221000	6	163	148	1	1
85	127.221000	6	76	73	1	1
86	126.656591	5	1134	1151	2	2
87	126.905003	1	323	320	2	2
88	127.221000	6	972	975	1	1
89	127.221000	6	64	64	1	1
90	126.656591	5	1209	1140	2	2
91	127.221000	6	248	214	1	1
92	127.221000	6	143	123	1	1
93	126.656591	5	1705	1624	2	2
94	126.131913	4	133	124	2	2
95	127.221000	6	96	88	1	1
96	127.221000	6	143	129	1	1
97	126.656591	5	487	431	2	2
98	127.221000	6	291	255	1	1
99	127.221000	6	130	126	1	1
100	127.221000	6	204	181	1	1
