Ni_50_4-1_1_1	50	4	275.492700	275.492746	1461222066
1	275.492746	3	583	815	1	1
2	275.492746	3	661	867	1	1
3	275.492746	3	1356	1800	1	1
4	276.456464	1	440	583	0	0
5	275.492746	3	410	559	1	1
6	275.492746	3	538	712	1	1
7	275.492746	3	1317	1808	1	1
8	275.492746	3	1756	2372	1	1
9	275.492746	3	129	180	1	1
10	275.492746	3	575	894	1	1
11	276.456464	1	131	171	0	0
12	275.492746	3	468	630	1	1
13	275.492746	3	151	210	1	1
14	275.492746	3	1977	2690	1	1
15	275.492746	3	862	1138	1	1
16	275.492746	3	1780	3558	1	1
17	275.492746	3	229	434	1	1
18	276.456464	1	19	28	0	0
19	275.492746	3	843	1092	1	1
20	275.492746	3	76	97	1	1
Ni_50_4-1_1_2	50	4	320.556900	320.556841	1461222123
1	320.556841	4	1201	1355	1	1
2	320.280778	2	1449	1628	2	2
3	320.556841	4	1700	1909	1	1
4	320.280778	2	1525	1698	2	2
5	320.280778	2	1218	1372	2	2
6	320.556841	4	123	144	1	1
7	320.280778	2	1594	1849	2	2
8	320.280778	2	1254	1460	2	2
9	320.280778	2	1650	1851	2	2
10	320.556841	4	41	47	1	1
11	320.556841	4	429	457	1	1
12	320.556841	4	487	534	1	1
13	320.280778	2	1148	1258	2	2
14	320.280778	2	812	950	2	2
15	320.556841	4	264	316	1	1
16	320.280778	2	1853	2037	2	2
17	320.556841	4	469	533	1	1
18	320.280778	2	1937	2153	2	2
19	320.556841	4	814	892	1	1
20	320.556841	4	605	732	1	1
Ni_50_4-1_1_3	50	4	304.683300	304.683286	1461222168
1	304.683286	3	163	237	1	1
2	304.683286	3	155	238	1	1
3	304.683286	3	99	140	1	1
4	304.683286	3	23	34	1	1
5	304.683286	3	13	21	1	1
6	304.683286	3	91	119	1	1
7	304.683286	3	304	404	1	1
8	304.683286	3	651	844	1	1
9	304.683286	3	141	181	1	1
10	304.683286	3	487	611	1	1
11	304.683286	3	852	1134	1	1
12	304.683286	3	341	447	1	1
13	304.683286	3	302	394	1	1
14	304.683286	3	417	537	1	1
15	304.683286	3	138	179	1	1
16	304.683286	3	10	19	1	1
17	304.683286	3	100	129	1	1
18	304.683286	3	30	38	1	1
19	304.683286	3	88	114	1	1
20	304.683286	3	157	203	1	1
Ni_50_4-1_1_4	50	4	268.328600	268.328609	1461222222
1	268.328609	3	10	22	1	1
2	268.328609	3	142	207	1	1
3	268.328609	3	26	41	1	1
4	268.328609	3	99	146	1	1
5	268.328609	3	411	595	1	1
6	268.328609	3	256	387	1	1
7	268.328609	3	91	133	1	1
8	268.328609	3	308	465	1	1
9	268.328609	3	201	299	1	1
10	268.328609	3	422	624	1	1
11	268.328609	3	598	909	1	1
12	268.328609	3	285	427	1	1
13	268.328609	3	86	125	1	1
14	268.328609	3	26	43	1	1
15	268.328609	3	16	29	1	1
16	268.328609	3	296	451	1	1
17	268.328609	3	236	359	1	1
18	268.328609	3	559	824	1	1
19	268.328609	3	390	591	1	1
20	268.328609	3	202	294	1	1
Ni_50_4-1_1_5	50	4	277.484000	277.484019	1461222281
1	276.525964	4	190	238	2	2
2	276.525964	4	157	189	2	2
3	276.525964	4	1383	1607	2	2
4	276.525964	4	214	252	2	2
5	276.525964	4	61	71	2	2
6	276.525964	4	1978	2294	2	2
7	276.525964	4	669	787	2	2
8	276.525964	4	524	608	2	2
9	276.525964	4	826	968	2	2
10	276.525964	4	534	608	2	2
11	276.525964	4	479	544	2	2
12	276.525964	4	168	195	2	2
13	277.645120	1	79	96	0	0
14	276.525964	4	797	926	2	2
15	277.645120	1	2	5	0	0
16	276.525964	4	549	648	2	2
17	276.525964	4	51	59	2	2
18	276.525964	4	231	280	2	2
19	276.525964	4	80	90	2	2
20	276.525964	4	250	298	2	2
Ni_50_4-1_1_6	50	4	261.585200	261.585208	1461222328
1	261.585208	2	89	129	1	1
2	261.585208	2	88	188	1	1
3	261.585208	2	559	785	1	1
4	261.585208	2	568	811	1	1
5	261.585208	2	551	773	1	1
6	261.585208	2	143	209	1	1
7	261.585208	2	799	1112	1	1
8	261.585208	2	1588	2250	1	1
9	261.585208	2	776	1089	1	1
10	261.585208	2	11	19	1	1
11	261.585208	2	91	150	1	1
12	261.585208	2	46	69	1	1
13	261.585208	2	170	247	1	1
14	261.585208	2	387	568	1	1
15	261.585208	2	103	153	1	1
16	261.585208	2	600	894	1	1
17	261.585208	2	127	182	1	1
18	261.585208	2	436	618	1	1
