(*iter)->filename  	  (*iter)->n  	  (*iter)->m  	(*iter)->opt_obj_given  	  (*iter)->opt_obj_real  	(*iter)->rand_seed  	  (*iter)->sol_info_vec.size()  	obj[0]  	  obj[1]  	  obj[2]  	iteration[0]  	  iteration[1]  	  iteration[2]  	tm[0]  	  tm[1]  	  tm[2]  	cmp_give_result_cnt[0]  	  cmp_give_result_cnt[1]  	  cmp_give_result_cnt[2]  	cmp_real_result_cnt[0]  	  cmp_real_result_cnt[1]  	  cmp_real_result_cnt[2]  	
Ni_11_4-2_1_14	11	4	379.899300	379.899323	1462388107	20	379.899323	379.899323	379.899323	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_15	11	4	395.806800	395.806805	1462388107	20	395.806805	395.806805	395.806805	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_16	11	4	393.156700	393.156720	1462388107	20	393.156720	393.156720	393.156720	0.000000	3.450000	11.000000	0.000000	0.900000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_17	11	4	371.958800	371.958826	1462388107	20	371.958826	371.958826	371.958826	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_18	11	4	397.800200	397.800160	1462388107	20	397.800160	397.800160	397.800160	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_19	11	4	360.654200	360.654224	1462388107	20	360.654224	360.654224	360.654224	0.000000	7.300000	27.000000	0.000000	0.850000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_20	11	4	372.125000	372.124999	1462388108	20	372.124999	372.124999	372.124999	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_21	11	4	372.642500	372.642485	1462388108	20	372.642485	372.642485	372.642485	1.000000	12.450000	44.000000	0.000000	1.000000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_22	11	4	378.988800	378.988821	1462388108	20	378.988821	378.988821	378.988821	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_23	11	4	391.052500	391.052502	1462388108	20	391.052502	391.052502	391.052502	0.000000	3.400000	22.000000	0.000000	0.750000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_24	11	4	371.972500	371.972513	1462388108	20	371.972513	371.972513	371.972513	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_1_25	11	4	348.786500	348.786539	1462388108	20	348.786539	348.786539	348.786539	1.000000	10.650000	33.000000	0.000000	0.900000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_1	11	4	400.149500	400.149527	1462388108	20	400.149527	400.149527	400.149527	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_2	11	4	358.307500	358.307460	1462388108	20	358.307460	358.307460	358.307460	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_3	11	4	407.653800	407.653835	1462388108	20	407.653835	407.653835	407.653835	0.000000	6.700000	35.000000	0.000000	0.800000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_4	11	4	398.251200	398.251181	1462388108	20	398.251181	398.251181	398.251181	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_5	11	4	376.733000	376.732990	1462388108	20	376.732990	376.732990	376.732990	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_6	11	4	375.488600	375.488575	1462388108	20	375.488575	375.488575	375.488575	0.000000	11.400000	56.000000	0.000000	1.050000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_7	11	4	402.878800	402.878809	1462388108	20	402.878809	402.878809	402.878809	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_8	11	4	405.829800	405.829811	1462388108	20	405.829811	405.829811	405.829811	0.000000	5.500000	18.000000	0.000000	0.800000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_9	11	4	396.061200	396.061265	1462388108	20	396.061265	396.061265	396.061265	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_10	11	4	384.487300	384.487284	1462388108	20	384.487284	384.487284	384.487284	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_11	11	4	364.983900	364.983864	1462388108	20	364.983864	364.983864	364.983864	2.000000	19.450000	63.000000	0.000000	1.300000	3.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_12	11	4	380.180700	380.180666	1462388108	20	380.180666	380.180666	380.180666	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_13	11	4	384.138700	384.138744	1462388108	20	384.138744	384.138744	384.138744	0.000000	0.000000	0.000000	0.000000	0.200000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_14	11	4	377.530700	377.530684	1462388108	20	377.530684	377.530684	377.530684	0.000000	4.950000	24.000000	0.000000	0.950000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_15	11	4	381.229600	381.229610	1462388108	20	381.229610	381.229610	381.229610	0.000000	1.350000	3.000000	0.000000	0.550000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_16	11	4	383.592500	383.592475	1462388108	20	383.592475	383.592475	383.592475	0.000000	3.450000	12.000000	0.000000	0.800000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_17	11	4	406.160200	406.160203	1462388108	20	406.160203	406.160203	406.160203	0.000000	0.100000	2.000000	0.000000	0.350000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_18	11	4	418.382000	418.382012	1462388108	20	418.382012	418.382012	418.382012	0.000000	7.300000	26.000000	0.000000	0.750000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_19	11	4	381.966400	381.966417	1462388108	20	381.966417	381.966417	381.966417	0.000000	0.000000	0.000000	0.000000	0.100000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_20	11	4	373.018900	373.018899	1462388108	20	373.018899	373.018899	373.018899	0.000000	5.500000	38.000000	1.000000	1.100000	2.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_21	11	4	397.029900	397.029862	1462388108	20	397.029862	397.029862	397.029862	0.000000	0.050000	1.000000	0.000000	0.200000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_22	11	4	396.007200	396.007135	1462388108	20	396.007135	396.007135	396.007135	0.000000	0.150000	3.000000	0.000000	0.250000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_23	11	4	381.675600	381.675612	1462388108	20	381.675612	381.675612	381.675612	0.000000	2.750000	14.000000	0.000000	0.500000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_24	11	4	374.723800	374.723863	1462388108	20	374.723863	374.723863	374.723863	0.000000	0.000000	0.000000	0.000000	0.050000	1.000000	0	20	0	0	20	0	20
Ni_11_4-2_2_25	11	4	388.217100	388.217145	1462388108	20	388.217145	388.217145	388.217145	0.000000	0.000000	0.000000	0.000000	0.150000	1.000000	0	20	0	0	20	0	20
