Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460912425
1	126.656591	5	1618	1151	2	2
2	127.221000	6	32	24	1	1
3	127.221000	6	66	47	1	1
4	126.120749	6	1277	640	2	2
5	126.656591	5	845	406	2	2
6	126.656591	5	160	78	2	2
7	127.221000	6	116	52	1	1
8	126.905003	1	1363	695	2	2
9	126.656591	5	310	166	2	2
10	126.656591	5	332	172	2	2
11	126.120749	6	993	487	2	2
12	126.656591	5	439	252	2	2
13	126.656591	5	569	347	2	2
14	126.656591	5	170	75	2	2
15	127.221000	6	88	53	1	1
16	126.648327	5	1555	885	2	2
17	127.221000	6	247	118	1	1
18	126.656591	5	848	427	2	2
19	126.656591	5	1144	554	2	2
20	126.656591	5	53	39	2	2
21	126.656591	5	223	125	2	2
22	126.905003	1	354	182	2	2
23	126.905003	1	242	163	2	2
24	126.656591	5	1311	613	2	2
25	126.656591	5	410	193	2	2
26	126.131913	4	1702	958	2	2
27	127.221000	6	135	68	1	1
28	126.656591	5	1985	1031	2	2
29	126.656591	5	964	498	2	2
30	126.656591	5	764	424	2	2
31	126.905003	1	990	511	2	2
32	126.656591	5	510	250	2	2
33	126.120749	6	1310	796	2	2
34	126.656591	5	427	226	2	2
35	126.656591	5	865	442	2	2
36	127.221000	6	114	64	1	1
37	126.905003	1	1898	1167	2	2
38	126.120749	6	116	64	2	2
39	127.221000	6	85	40	1	1
40	127.221000	6	80	37	1	1
41	126.656591	5	905	513	2	2
42	126.656591	5	565	309	2	2
43	126.120749	6	189	149	2	2
44	127.221000	6	766	429	1	1
45	126.131913	4	665	384	2	2
46	126.656591	5	257	141	2	2
47	126.656591	5	345	301	2	2
48	126.656591	5	304	216	2	2
49	127.221000	6	210	153	1	1
50	126.656591	5	922	725	2	2
51	126.656591	5	904	650	2	2
52	126.656591	5	913	546	2	2
53	126.656591	5	1118	583	2	2
54	126.656591	5	1935	1293	2	2
55	126.656591	5	388	418	2	2
56	126.120749	6	583	435	2	2
57	126.656591	5	1248	693	2	2
58	126.120749	6	1654	1015	2	2
59	126.131913	4	984	510	2	2
60	126.656591	5	581	405	2	2
61	127.221000	6	80	55	1	1
62	126.656591	5	359	201	2	2
63	126.656591	5	1495	1159	2	2
64	126.656591	5	562	291	2	2
65	126.656591	5	1275	695	2	2
66	127.221000	6	73	33	1	1
67	126.656591	5	1359	750	2	2
68	126.656591	5	603	325	2	2
69	126.905003	1	1996	1096	2	2
70	126.656591	5	469	234	2	2
71	126.656591	5	142	80	2	2
72	126.656591	5	697	396	2	2
73	126.656591	5	29	21	2	2
74	127.221000	6	105	52	1	1
75	126.905003	1	1483	1103	2	2
76	126.656591	5	1807	1518	2	2
77	126.656591	5	187	115	2	2
78	126.120749	6	1228	727	2	2
79	126.656591	5	201	124	2	2
80	126.656591	5	603	339	2	2
81	126.656591	5	300	219	2	2
82	127.221000	6	43	27	1	1
83	126.656591	5	146	52	2	2
84	127.221000	6	406	237	1	1
85	126.656591	5	955	539	2	2
86	126.656591	5	1548	852	2	2
87	126.656591	5	1803	949	2	2
88	126.656591	5	1946	1017	2	2
89	126.656591	5	335	223	2	2
90	126.656591	5	457	290	2	2
91	126.656591	5	83	49	2	2
92	126.656591	5	16	11	2	2
93	126.656591	5	1215	683	2	2
94	126.656591	5	806	453	2	2
95	126.905003	1	214	112	2	2
96	126.656591	5	118	72	2	2
97	126.656591	5	1959	1267	2	2
98	126.656591	5	1422	859	2	2
99	126.656591	5	556	412	2	2
100	126.656591	5	573	384	2	2
