Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460912660
1	126.656591	5	297	219	2	2
2	126.656591	5	1585	1576	2	2
3	126.131913	4	837	759	2	2
4	126.656591	5	1603	1235	2	2
5	126.656591	5	1409	1053	2	2
6	126.656591	5	763	582	2	2
7	126.656591	5	456	305	2	2
8	126.656591	5	446	296	2	2
9	126.656591	5	1372	1304	2	2
10	126.656591	5	1872	1373	2	2
11	126.656591	5	236	143	2	2
12	126.656591	5	1393	961	2	2
13	126.120749	6	1188	987	2	2
14	126.656591	5	384	283	2	2
15	126.656591	5	1032	676	2	2
16	126.656591	5	579	362	2	2
17	126.656591	5	1022	709	2	2
18	126.656591	5	663	590	2	2
19	127.221000	6	153	96	1	1
20	126.656591	5	1	2	2	2
21	127.221000	6	214	192	1	1
22	126.656591	5	997	811	2	2
23	127.221000	6	124	96	1	1
24	126.656591	5	521	400	2	2
25	126.656591	5	1915	1537	2	2
26	126.656591	5	198	150	2	2
27	126.656591	5	98	202	2	2
28	126.656591	5	367	280	2	2
29	126.656591	5	1163	884	2	2
30	126.656591	5	1528	1643	2	2
31	126.656591	5	493	383	2	2
32	127.221000	6	47	37	1	1
33	126.656591	5	1933	1319	2	2
34	126.656591	5	1091	695	2	2
35	126.656591	5	440	350	2	2
36	126.656591	5	1146	809	2	2
37	127.221000	6	58	33	1	1
38	126.656591	5	171	109	2	2
39	126.656591	5	815	556	2	2
40	126.120749	6	1909	1325	2	2
41	126.656591	5	724	473	2	2
42	127.221000	6	322	284	1	1
43	126.656591	5	696	472	2	2
44	126.656591	5	537	364	2	2
45	126.656591	5	63	54	2	2
46	127.221000	6	85	61	1	1
47	126.656591	5	930	602	2	2
48	126.656591	5	804	474	2	2
49	126.656591	5	123	63	2	2
50	126.120749	6	859	428	2	2
51	126.656591	5	599	271	2	2
52	126.656591	5	1845	890	2	2
53	126.656591	5	1523	832	2	2
54	127.221000	6	375	199	1	1
55	126.905003	1	1826	957	2	2
56	126.656591	5	1069	557	2	2
57	126.656591	5	1689	1052	2	2
58	126.656591	5	25	10	2	2
59	126.656591	5	87	46	2	2
60	126.656591	5	648	367	2	2
61	126.656591	5	1683	906	2	2
62	126.656591	5	129	77	2	2
63	126.656591	5	1542	768	2	2
64	127.221000	6	83	43	1	1
65	126.656591	5	619	309	2	2
66	126.656591	5	219	107	2	2
67	126.656591	5	1377	751	2	2
68	126.656591	5	758	369	2	2
69	126.905003	1	1451	758	2	2
70	126.656591	5	387	208	2	2
71	126.656591	5	131	68	2	2
72	126.656591	5	296	161	2	2
73	126.131913	4	1089	539	2	2
74	126.656591	5	391	202	2	2
75	126.656591	5	611	370	2	2
76	126.656591	5	719	392	2	2
77	126.656591	5	1456	910	2	2
78	127.221000	6	61	31	1	1
79	127.221000	6	260	175	1	1
80	126.656591	5	1112	562	2	2
81	126.656591	5	718	384	2	2
82	126.656591	5	347	192	2	2
83	126.656591	5	248	133	2	2
84	126.656591	5	921	552	2	2
85	126.656591	5	852	440	2	2
86	126.131913	4	1338	704	2	2
87	126.656591	5	1162	625	2	2
88	126.120749	6	865	488	2	2
89	126.656591	5	803	424	2	2
90	126.120749	6	719	381	2	2
91	126.656591	5	870	432	2	2
92	126.656591	5	1515	763	2	2
93	126.656591	5	80	43	2	2
94	126.656591	5	146	72	2	2
95	126.656591	5	212	129	2	2
96	126.656591	5	1419	731	2	2
97	126.656591	5	756	408	2	2
98	126.656591	5	1697	872	2	2
99	127.221000	6	163	77	1	1
100	126.656591	5	1119	604	2	2
