Ni_20_4-1_1_12	20	4	131.907000	131.907000	1460398580	20	128.005000	128.005000	128.005000	0	35	134	0	3	11	20	0	0	20	0	0
Ni_20_4-1_1_14	20	4	110.236000	110.236000	1460398585	20	107.550000	107.550000	107.550000	0	10	28	0	0	2	20	0	0	20	0	0
Ni_20_4-1_1_22	20	4	175.179000	175.179000	1460398610	20	173.947000	173.947000	173.947000	2	23	97	0	2	7	20	0	0	20	0	0
Ni_20_4-1_2_20	20	4	119.410000	119.410000	1460398681	20	119.120000	119.120000	119.120000	0	16	46	0	1	3	20	0	0	20	0	0
Ni_20_4-2_1_22	20	4	703.077000	703.077000	1460398772	20	702.379000	702.658200	703.077000	2	318	1786	0	26	151	12	8	0	12	8	0
Ni_20_4-2_2_4	20	4	730.645000	730.645000	1460398796	20	727.374000	727.374000	727.374000	2	15	50	0	1	5	20	0	0	20	0	0
Ni_20_4-2_2_20	20	4	695.544000	987.530000	1460398848	20	694.303000	694.303000	694.303000	0	3	12	0	0	1	20	0	0	20	0	0
Ni_20_7-1_1_2	20	7	45.432100	237.406000	1460398868	20	44.978800	45.024130	45.432100	0	296	1631	0	11	69	18	2	0	20	0	0
Ni_20_7-1_1_7	20	7	64.563000	64.563000	1460398879	20	58.703800	58.703800	58.703800	0	11	48	0	0	3	20	0	0	20	0	0
Ni_20_7-1_1_11	20	7	66.501600	66.501600	1460398888	20	63.869500	63.914460	64.768700	27	436	1060	2	34	90	20	0	0	20	0	0
Ni_20_7-1_1_12	20	7	66.719300	287.747000	1460398891	20	63.236300	63.236300	63.236300	2	53	170	0	3	10	20	0	0	20	0	0
Ni_20_7-1_1_19	20	7	60.790700	270.895000	1460398905	20	58.110300	58.110300	58.110300	1	34	191	0	1	10	20	0	0	20	0	0
Ni_20_7-1_1_23	20	7	57.750600	57.750600	1460398916	20	57.545000	57.545000	57.545000	1	214	739	0	17	73	20	0	0	20	0	0
Ni_20_7-1_2_2	20	7	55.992400	55.992300	1460398926	20	54.030000	54.030000	54.030000	20	140	889	1	4	17	20	0	0	20	0	0
Ni_20_7-1_2_8	20	7	49.912500	269.402000	1460398938	20	47.791500	47.791500	47.791500	0	49	115	0	3	9	20	0	0	20	0	0
Ni_20_7-1_2_12	20	7	47.399300	47.399300	1460398948	20	47.380200	47.381155	47.399300	1	587	1995	0	32	110	19	1	0	19	1	0
Ni_20_7-1_2_18	20	7	53.710500	250.796000	1460398961	20	46.884700	46.884700	46.884700	0	22	73	0	1	3	20	0	0	20	0	0
Ni_20_7-1_2_22	20	7	69.528900	69.528900	1460398970	20	69.469800	69.469800	69.469800	29	422	1927	2	22	83	20	0	0	20	0	0
Ni_20_7-2_1_1	20	7	348.703000	348.703000	1460398977	20	348.682000	348.682000	348.682000	26	366	1201	2	20	62	20	0	0	20	0	0
Ni_20_7-2_1_4	20	7	348.198000	348.198000	1460398984	20	347.826000	347.863200	348.198000	0	132	906	0	9	60	18	2	0	18	2	0
Ni_20_7-2_1_8	20	7	355.062000	355.061000	1460398995	20	353.797000	353.797000	353.797000	0	60	283	0	4	23	20	0	0	20	0	0
Ni_20_7-2_1_10	20	7	348.405000	348.405000	1460399001	20	342.930000	342.930000	342.930000	1	28	70	0	2	5	20	0	0	20	0	0
Ni_20_7-2_1_12	20	7	361.228000	361.228000	1460399006	20	349.812000	349.812000	349.812000	5	40	128	0	2	7	20	0	0	20	0	0
Ni_20_7-2_1_22	20	7	351.255000	351.255000	1460399034	20	344.607000	344.607000	344.607000	2	51	330	0	3	27	20	0	0	20	0	0
Ni_20_7-2_1_25	20	7	358.321000	578.533000	1460399043	20	354.388000	354.388000	354.388000	6	41	187	1	2	12	20	0	0	20	0	0
Ni_20_7-2_2_9	20	7	371.683000	371.683000	1460399064	20	370.714000	370.714000	370.714000	15	157	613	1	9	36	20	0	0	20	0	0
Ni_20_7-2_2_10	20	7	374.944000	374.944000	1460399067	20	370.083000	370.083000	370.083000	22	323	1571	1	18	90	20	0	0	20	0	0
Ni_20_7-2_2_11	20	7	373.986000	373.986000	1460399069	20	372.011000	373.155800	375.157000	5	834	1992	1	43	112	9	10	1	9	10	1
Ni_20_7-2_2_16	20	7	380.134000	380.134000	1460399080	20	377.779000	377.779000	377.779000	15	159	366	1	10	22	20	0	0	20	0	0
Ni_20_7-2_2_22	20	7	374.544000	374.544000	1460399095	20	371.030000	371.030000	371.030000	11	95	295	1	5	18	20	0	0	20	0	0
Ni_20_7-2_2_25	20	7	378.250000	378.250000	1460399102	20	376.200000	376.200000	376.200000	5	31	122	0	1	7	20	0	0	20	0	0
Ni_20_10-1_1_3	20	10	37.039900	37.039900	1460399107	20	35.613400	35.613400	35.613400	2	223	1117	0	16	82	20	0	0	20	0	0
Ni_20_10-1_1_5	20	10	44.700000	44.700000	1460399111	20	44.463900	44.501150	44.700000	2	518	1978	0	22	91	17	3	0	17	3	0
Ni_20_10-1_1_10	20	10	40.270000	40.270000	1460399122	20	38.520000	38.520000	38.520000	6	240	1054	0	15	70	20	0	0	20	0	0
Ni_20_10-1_1_19	20	10	27.353800	231.698000	1460399138	20	26.972600	27.296620	27.353800	0	97	1082	0	5	70	3	17	0	20	0	0
Ni_20_10-1_2_3	20	10	41.960000	244.945000	1460399154	20	41.590000	41.590000	41.590000	1	260	1513	0	15	91	20	0	0	20	0	0
Ni_20_10-1_2_5	20	10	45.470200	206.576000	1460399157	20	43.110000	43.110000	43.110000	4	15	44	0	1	4	20	0	0	20	0	0
Ni_20_10-1_2_9	20	10	31.328400	263.633000	1460399163	20	31.096300	31.270375	31.328400	0	251	1550	0	11	88	5	15	0	20	0	0
Ni_20_10-1_2_10	20	10	42.847500	42.847500	1460399165	20	42.250000	42.309750	42.847500	3	532	1931	0	30	115	18	2	0	18	2	0
Ni_20_10-1_2_18	20	10	39.140000	171.877000	1460399183	20	38.690000	38.690000	38.690000	0	4	36	0	0	1	20	0	0	20	0	0
Ni_20_10-1_2_21	20	10	35.121900	207.996000	1460399188	20	34.094400	34.094400	34.094400	17	194	1027	1	10	49	20	0	0	20	0	0
Ni_20_10-1_2_25	20	10	28.307600	160.327000	1460399196	20	26.037000	26.037000	26.037000	11	473	1567	1	32	110	20	0	0	20	0	0
Ni_20_10-2_1_2	20	10	241.790000	241.790000	1460399202	20	241.383000	241.383000	241.383000	2	91	226	0	4	11	20	0	0	20	0	0
Ni_20_10-2_1_3	20	10	232.536000	232.536000	1460399204	20	231.191000	231.797350	236.338000	17	517	1743	1	25	83	17	0	3	17	0	3
Ni_20_10-2_1_5	20	10	243.648000	243.648000	1460399208	20	243.301000	243.301000	243.301000	2	13	49	0	1	3	20	0	0	20	0	0
Ni_20_10-2_1_19	20	10	246.254000	246.254000	1460399238	20	243.414000	243.414000	243.414000	30	332	1023	1	19	62	20	0	0	20	0	0
Ni_20_10-2_1_24	20	10	243.664000	243.664000	1460399248	20	240.877000	240.877000	240.877000	50	156	399	3	8	26	20	0	0	20	0	0
Ni_20_10-2_1_25	20	10	246.528000	365.912000	1460399250	20	244.861000	244.874850	245.138000	8	534	1662	1	25	84	20	0	0	20	0	0
Ni_20_10-2_2_2	20	10	251.512000	385.929000	1460399254	20	251.422000	251.422000	251.422000	3	71	241	0	3	14	20	0	0	20	0	0
Ni_20_10-2_2_3	20	10	247.898000	247.898000	1460399256	20	247.238000	247.238000	247.238000	2	151	781	0	6	31	20	0	0	20	0	0
Ni_20_10-2_2_10	20	10	240.583000	240.583000	1460399270	20	239.602000	239.602000	239.602000	2	48	127	0	2	7	20	0	0	20	0	0
Ni_20_10-2_2_11	20	10	232.543000	232.544000	1460399272	20	231.912000	232.420400	235.416000	32	615	1990	2	30	104	13	5	2	13	5	2
Ni_20_10-2_2_19	20	10	240.776000	240.776000	1460399288	20	229.288000	229.288000	229.288000	24	183	708	1	9	40	20	0	0	20	0	0
Ni_20_10-2_2_20	20	10	243.620000	340.853000	1460399290	20	240.829000	240.864500	241.184000	14	690	1961	0	30	91	20	0	0	20	0	0
Ni_20_10-2_2_22	20	10	246.171000	246.171000	1460399293	20	244.645000	244.645000	244.645000	1	21	67	0	1	3	20	0	0	20	0	0
Ni_35_4-1_1_22	35	4	178.942000	178.942000	1460399614	20	177.993000	177.993000	177.993000	2	74	274	1	28	105	20	0	0	20	0	0
Ni_35_4-1_2_8	35	4	223.120000	223.120000	1460399766	20	220.480000	220.480000	220.480000	24	460	1854	9	156	627	20	0	0	20	0	0
Ni_35_4-1_2_19	35	4	253.038000	253.038000	1460399906	20	249.792000	249.792000	249.792000	1	32	124	2	12	58	20	0	0	20	0	0
Ni_35_4-1_2_21	35	4	297.761000	297.761000	1460399934	20	294.727000	294.727000	294.727000	27	284	1207	11	105	431	20	0	0	20	0	0
Ni_35_4-1_2_25	35	4	210.045000	210.045000	1460399989	20	208.095000	208.192500	210.045000	6	489	1989	3	158	629	19	1	0	19	1	0
Ni_35_4-2_1_2	35	4	1139.180000	1139.180000	1460400022	20	1138.460000	1138.460000	1138.460000	2	20	68	3	12	39	20	0	0	20	0	0
Ni_35_4-2_1_6	35	4	1154.620000	1154.620000	1460400106	20	1151.890000	1151.890000	1151.890000	2	85	266	2	51	169	20	0	0	20	0	0
Ni_35_4-2_1_8	35	4	1135.690000	1135.690000	1460400151	20	1135.610000	1135.610000	1135.610000	1	41	222	3	28	144	20	0	0	20	0	0
