Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460907588
1	127.221000	6	203	204	1	1
2	127.221000	6	136	126	1	1
3	126.656591	5	163	158	2	2
4	127.221000	6	40	38	1	1
5	126.656591	5	273	251	2	2
6	126.656591	5	1932	1780	2	2
7	127.221000	6	21	26	1	1
8	127.221000	6	216	196	1	1
9	126.905003	1	235	219	2	2
10	126.656591	5	92	98	2	2
11	126.656591	5	1780	1502	2	2
12	127.221000	6	98	85	1	1
13	127.221000	6	575	478	1	1
14	126.656591	5	866	755	2	2
15	126.656591	5	1563	1370	2	2
16	127.097198	5	1622	1368	2	2
17	127.221000	6	326	291	1	1
18	126.656591	5	1177	894	2	2
19	126.656591	5	932	793	2	2
20	126.656591	5	399	323	2	2
21	126.656591	5	1676	1346	2	2
22	127.221000	6	302	241	1	1
23	126.656591	5	322	243	2	2
24	126.656591	5	1155	1047	2	2
25	126.656591	5	616	520	2	2
26	126.656591	5	410	372	2	2
27	127.221000	6	307	261	1	1
28	126.656591	5	1747	1355	2	2
29	126.905003	1	842	713	2	2
30	127.221000	6	152	119	1	1
31	127.097198	5	924	831	2	2
32	126.131913	4	300	297	2	2
33	126.905003	1	6	5	2	2
34	126.656591	5	1048	1031	2	2
35	126.656591	5	1636	1450	2	2
36	126.656591	5	1156	954	2	2
37	126.656591	5	826	687	2	2
38	126.656591	5	129	96	2	2
39	126.656591	5	981	836	2	2
40	126.131913	4	1621	1354	2	2
41	126.905003	1	1477	1264	2	2
42	127.221000	6	140	120	1	1
43	126.905003	1	1156	934	2	2
44	127.221000	6	114	96	1	1
45	126.131913	4	884	733	2	2
46	126.905003	1	1447	1196	2	2
47	126.656591	5	317	246	2	2
48	126.656591	5	245	193	2	2
49	126.656591	5	1313	1132	2	2
50	126.656591	5	893	758	2	2
51	127.221000	6	286	228	1	1
52	126.131913	4	1853	1546	2	2
53	126.905003	1	1224	1018	2	2
54	126.656591	5	1864	1575	2	2
55	126.905003	1	1660	1433	2	2
56	127.221000	6	220	216	1	1
57	126.656591	5	705	631	2	2
58	127.221000	6	609	521	1	1
59	127.221000	6	166	143	1	1
60	127.221000	6	179	146	1	1
61	126.131913	4	1562	1313	2	2
62	126.905003	1	476	431	2	2
63	126.905003	1	1532	1351	2	2
64	127.221000	6	60	62	1	1
65	126.656591	5	354	312	2	2
66	126.905003	1	1357	1201	2	2
67	127.221000	6	619	579	1	1
68	127.221000	6	173	159	1	1
69	126.656591	5	1927	1631	2	2
70	126.656591	5	1219	1015	2	2
71	127.221000	6	182	158	1	1
72	127.221000	6	173	155	1	1
73	126.656591	5	942	791	2	2
74	126.656591	5	1190	1113	2	2
75	126.656591	5	1591	1510	2	2
76	126.656591	5	0	2	2	2
77	126.656591	5	2	3	2	2
78	127.221000	6	27	25	1	1
79	126.656591	5	526	476	2	2
80	126.656591	5	643	650	2	2
81	126.120749	6	602	536	2	2
82	126.656591	5	1253	1086	2	2
83	126.656591	5	1147	1020	2	2
84	126.656591	5	1564	1347	2	2
85	126.656591	5	500	432	2	2
86	127.221000	6	32	33	1	1
87	126.656591	5	674	582	2	2
88	126.905003	1	1442	1331	2	2
89	127.221000	6	304	242	1	1
90	126.656591	5	538	442	2	2
91	126.656591	5	202	153	2	2
92	126.656591	5	686	571	2	2
93	126.656591	5	1960	1653	2	2
94	127.221000	6	56	57	1	1
95	127.221000	6	39	27	1	1
96	126.656591	5	242	208	2	2
97	127.221000	6	70	64	1	1
98	126.656591	5	338	302	2	2
99	126.656591	5	528	460	2	2
100	127.221000	6	230	197	1	1
