Ni_50_7-1_2_1	50	7	127.221000	127.221000	1460912303
1	126.131913	4	171	114	2	2
2	126.905003	1	1256	873	2	2
3	126.656591	5	170	78	2	2
4	126.656591	5	1747	880	2	2
5	126.656591	5	18	11	2	2
6	126.656591	5	361	215	2	2
7	126.905003	1	1210	705	2	2
8	126.648327	5	172	100	2	2
9	126.656591	5	533	322	2	2
10	126.656591	5	1138	589	2	2
11	126.656591	5	1033	556	2	2
12	126.656591	5	985	588	2	2
13	126.656591	5	200	96	2	2
14	126.656591	5	603	280	2	2
15	126.656591	5	215	117	2	2
16	126.656591	5	1228	636	2	2
17	127.221000	6	277	155	1	1
18	126.656591	5	1889	1139	2	2
19	126.656591	5	536	265	2	2
20	126.656591	5	490	254	2	2
21	127.221000	6	86	43	1	1
22	126.656591	5	991	550	2	2
23	126.905003	1	20	12	2	2
24	126.131913	4	890	438	2	2
25	127.221000	6	17	19	1	1
26	126.656591	5	603	340	2	2
27	126.656591	5	1502	804	2	2
28	126.656591	5	1096	672	2	2
29	127.221000	6	200	105	1	1
30	126.656591	5	1279	725	2	2
31	127.221000	6	344	161	1	1
32	126.656591	5	99	48	2	2
33	126.656591	5	1147	610	2	2
34	126.905003	1	295	140	2	2
35	126.656591	5	1805	988	2	2
36	126.656591	5	56	30	2	2
37	126.656591	5	228	117	2	2
38	126.656591	5	524	287	2	2
39	126.656591	5	180	96	2	2
40	126.656591	5	1707	938	2	2
41	126.656591	5	207	121	2	2
42	126.656591	5	1296	686	2	2
43	126.656591	5	457	252	2	2
44	127.221000	6	40	25	1	1
45	126.656591	5	1033	532	2	2
46	126.656591	5	955	512	2	2
47	126.656591	5	746	400	2	2
48	127.221000	6	436	209	1	1
49	126.120749	6	1885	941	2	2
50	126.656591	5	1758	907	2	2
51	126.656591	5	423	263	2	2
52	126.648327	5	435	205	2	2
53	126.656591	5	148	84	2	2
54	126.131913	4	1994	1125	2	2
55	126.648327	5	264	145	2	2
56	127.221000	6	103	56	1	1
57	126.656591	5	25	14	2	2
58	126.656591	5	251	156	2	2
59	126.905003	1	760	396	2	2
60	126.656591	5	490	240	2	2
61	126.656591	5	870	525	2	2
62	127.221000	6	23	13	1	1
63	126.656591	5	731	366	2	2
64	126.656591	5	1521	804	2	2
65	126.120749	6	649	346	2	2
66	127.097198	5	1529	892	2	2
67	127.221000	6	454	288	1	1
68	126.656591	5	1676	884	2	2
69	126.656591	5	1065	607	2	2
70	126.656591	5	1208	733	2	2
71	126.656591	5	331	177	2	2
72	126.656591	5	1152	655	2	2
73	126.656591	5	1856	1073	2	2
74	126.656591	5	1470	816	2	2
75	126.656591	5	1304	689	2	2
76	126.656591	5	1289	822	2	2
77	127.221000	6	137	67	1	1
78	127.221000	6	17	13	1	1
79	126.656591	5	94	56	2	2
80	126.656591	5	30	15	2	2
81	126.656591	5	15	11	2	2
82	126.905003	1	1338	801	2	2
83	127.221000	6	87	40	1	1
84	126.656591	5	182	91	2	2
85	126.656591	5	243	121	2	2
86	126.656591	5	106	80	2	2
87	126.656591	5	122	63	2	2
88	126.656591	5	17	10	2	2
89	127.221000	6	179	122	1	1
90	127.221000	6	45	27	1	1
91	126.656591	5	1375	735	2	2
92	126.656591	5	518	350	2	2
93	126.656591	5	707	367	2	2
94	126.656591	5	307	149	2	2
95	126.656591	5	157	75	2	2
96	126.656591	5	27	19	2	2
97	126.656591	5	337	217	2	2
98	126.656591	5	749	411	2	2
99	127.221000	6	244	121	1	1
100	127.221000	6	83	45	1	1
